,Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Height,Weight,Birthplace,Gender,Instagram,Birth,age,birth year
418,Yeojin,Im Yeojin,임여진,여진,11/11/2002,LOONA,South Korea,0,0,Guro,F,,2002-11-11,20,2002
419,Handong,Han Dong,한동,한동,3/26/1996,Dreamcatcher,China,0,0,Wuhan,F,,1996-03-26,26,1996
420,Gahyeon,Lee Gahyeon,이가현,가현,2/3/1999,Dreamcatcher,South Korea,0,0,Seongnam,F,,1999-02-03,23,1999
421,Nayoung,Im Nayoung,임나영,나영,12/18/1995,Pristin,South Korea,171,51,Chungcheongham,F,,1995-12-18,27,1995
422,Roa,Kim Minkyung,김민경,로아,7/29/1997,Hinapia,South Korea,172,49,,F,,1997-07-29,25,1997
423,Yuha,Kang Kyungwon,강경원,유하,11/5/1997,Hinapia,South Korea,170,50,,F,,1997-11-05,25,1997
424,Eunwoo,Jeong Eunwoo,정은우,은우,7/1/1998,Hinapia,South Korea,167,48,,F,,1998-07-01,24,1998
425,Rena,Kang Yebin,강예빈,레나,10/19/1998,Hinapia,South Korea,162,49,,F,,1998-10-19,24,1998
426,Kyulkyung,Zhou Jieqiong,저우제충,결경,12/16/1998,Pristin,China,167,49,Taizhou,F,,1998-12-16,24,1998
427,Yehana,Kim Yewon,김예원,예하나,2/22/1999,Pristin,South Korea,0,0,Ilsan,F,,1999-02-22,23,1999
428,Sungyeon,Bae Sungyeon,배성연,성연,5/25/1999,Pristin,USA,0,0,California,F,,1999-05-25,23,1999
429,Xiyeon,Park Junghyun,박정현,시연,11/14/2000,Pristin,South Korea,164,51,,F,,2000-11-14,22,2000
430,Kyla,Kyla Massie,카일라 매시,카일라,12/26/2001,Pristin,USA,0,0,California,F,,2001-12-26,21,2001
431,Alice,Song Joohee,송주희,앨리스,3/21/1990,Hello Venus,South Korea,166,47,Wonju,F,jh.song_alice,1990-03-21,32,1990
432,Nara,Kwon Nara,권나라,나라,3/13/1991,Hello Venus,South Korea,172,52,Seongnam,F,hv_nara,1991-03-13,31,1991
433,Lime,Kim Hyerim,김혜림,라임,1/19/1993,Hello Venus,South Korea,169,50,,F,hv_lime,1993-01-19,29,1993
434,Seoyoung,Lee Seoyoung,이서영,서영,6/27/1994,Hello Venus,South Korea,164,50,,F,hv_seo0,1994-06-27,28,1994
435,Yooyoung,Lee Yooyoung,이유영,유영,1/23/1995,Hello Venus,South Korea,170,49,Suwon,F,hv_u0,1995-01-23,27,1995
436,Yeoreum,Ahn Chaeyeon,안채연,여름,6/4/1996,Hello Venus,South Korea,167,48,,F,,1996-06-04,26,1996
437,Eunice,Heo Sooyeon,허수연,유니스,9/2/1991,DIA,South Korea,166,49,Busan,F,,1991-09-02,31,1991
438,Huihyeon,Ki Huihyeon,기희현,희현,6/16/1995,DIA,South Korea,167,46,Namwon,F,,1995-06-16,27,1995
439,Jenny,Lee Soyul,이소율,제니,9/4/1996,,South Korea,165,47,Seoul,F,,1996-09-04,26,1996
440,Yebin,Baek Yebin,백예빈,예빈,7/13/1997,DIA,South Korea,164,43,Chuncheon,F,,1997-07-13,25,1997
441,Eunjin,Ahn Eunjin,안은진,은진,8/31/1997,,South Korea,170,49,Mokpo,F,,1997-08-31,25,1997
442,Chaeyeon,Jung Chaeyeon,정채연,채연,12/1/1997,DIA,South Korea,165,49,Suncheon,F,,1997-12-01,25,1997
443,Eunchae,Kwon Chaewon,권채원,은채,5/26/1999,DIA,South Korea,0,0,,F,,1999-05-26,23,1999
444,Taeil,Moon Taeil,문태일,태일,6/14/1994,NCT,South Korea,171,60,Seoul,M,,1994-06-14,28,1994
445,Taeyong,Lee Taeyong,이태용,태용,7/1/1995,NCT,South Korea,0,0,,M,,1995-07-01,27,1995
446,Doyoung,Kim Dongyoung,김동영,도영,2/1/1996,NCT,South Korea,0,0,Guri,M,,1996-02-01,26,1996
447,Ten,Chittaphon Leechaiyapornkul,칫따폰 리차이야뽄꾼,텐,2/27/1996,NCT,Thailand,0,0,Bangkok,M,,1996-02-27,26,1996
448,Jaehyun,Jung Yoonoh,정윤오,재현,2/14/1997,NCT,South Korea,0,0,Seoul,M,,1997-02-14,25,1997
449,Mark,Mark Lee,마크 리,마크,8/2/1999,NCT,Canada,0,0,Vancouver,M,,1999-08-02,23,1999
450,Johnny,John Seo,존 서,쟈니,2/9/1995,NCT,USA,0,0,Chicago,M,,1995-02-09,27,1995
451,Yuta,Nakamoto Yuta,나카모토 유타,유타,10/26/1995,NCT,Japan,0,0,Osaka,M,,1995-10-26,27,1995
452,Winwin,Dong Sicheng,뚱쓰청,윈윈,10/28/1997,NCT,China,0,0,Zhejiang,M,,1997-10-28,25,1997
453,Haechan,Lee Donghyuk,이동혁,해찬,6/6/2000,NCT,South Korea,0,0,,M,,2000-06-06,22,2000
454,Renjun,Hwang Renjun,황런쥔,런쥔,3/23/2000,NCT,China,0,0,Jilin,M,,2000-03-23,22,2000
455,Jeno,Lee Jeno,이제노,제노,4/23/2000,NCT,South Korea,0,0,,M,,2000-04-23,22,2000
456,Jaemin,Na Jaemin,나재민,재민,8/13/2000,NCT,South Korea,0,0,,M,,2000-08-13,22,2000
457,Chenle,Zhong Chenle,중천러,천러,11/22/2001,NCT,China,0,0,Shanghai,M,,2001-11-22,21,2001
458,Jisung,Park Jisung,박지성,지성,2/5/2002,NCT,South Korea,0,0,,M,,2002-02-05,20,2002
459,Soohyun,Shin Soohyun,신수현,수현,3/11/1989,U-KISS,South Korea,0,0,Pocheon,M,,1989-03-11,33,1989
460,Kiseop,Lee Kiseop,이기섭,기섭,1/17/1991,U-KISS,South Korea,0,0,Seongnam,M,,1991-01-17,31,1991
461,Eli,Ellison Kim,엘리슨 킴,일라이,3/13/1991,U-KISS,USA,0,0,Los Angeles,M,,1991-03-13,31,1991
462,Hoon,Yeo Hoonmin,여훈민,훈,8/16/1991,U-KISS,South Korea,0,0,Namyangju,M,,1991-08-16,31,1991
463,Kevin,Christopher Woo,크리스토퍼 우,케빈,11/25/1991,U-KISS,USA,0,0,Los Angeles,M,,1991-11-25,31,1991
464,Jun,Lee Junyoung,이준영,준,1/22/1997,U-KISS,South Korea,0,0,,M,,1997-01-22,25,1997
465,Seungho,Yang Seungho,양승호,승호,10/16/1987,MBLAQ,South Korea,0,0,Seoul,M,,1987-10-16,35,1987
466,G.O,Jung Byunghee,정병희,지오,11/6/1987,MBLAQ,South Korea,0,0,Changwon,M,,1987-11-06,35,1987
467,Mir,Bang Cheolyong,방철용,미르,3/10/1991,MBLAQ,South Korea,0,0,Bukhamyeon,M,,1991-03-10,31,1991
468,Lee Joon,Lee Changseon,이창선,이준,2/7/1988,,South Korea,0,0,Seoul,M,,1988-02-07,34,1988
469,Thunder,Park Sanghyun,박상현,천둥,10/7/1990,,South Korea,0,0,Busan,M,,1990-10-07,32,1990
470,C.A.P,Bang Minsoo,방민수,캡,11/4/1992,Teen Top,South Korea,0,0,Seongnam,M,,1992-11-04,30,1992
471,Chunji,Lee Chanhee,이찬희,천지,10/5/1993,Teen Top,South Korea,0,0,Seongnam,M,,1993-10-05,29,1993
472,L.Joe,Lee Byunghun,이병헌,엘조,11/23/1993,,South Korea,0,0,Gunsan,M,,1993-11-23,29,1993
473,Niel,Ahn Daniel,안다니엘,니엘,8/16/1994,Teen Top,South Korea,0,0,Anyang,M,,1994-08-16,28,1994
474,Ricky,Yoo Changhyun,유창현,리키,2/27/1995,Teen Top,South Korea,0,0,Seoul,M,,1995-02-27,27,1995
475,Changjo,Choi Jonghyun,최종현,창조,11/16/1995,Teen Top,South Korea,0,0,Chuncheon,M,,1995-11-16,27,1995
476,MJ,Kim Myungjun,김명준,엠제이,3/5/1994,ASTRO,South Korea,0,0,Nowon,M,,1994-03-05,28,1994
477,Jin Jin,Park Jinwoo,박진우,진진,3/15/1996,ASTRO,South Korea,0,0,Nowon,M,,1996-03-15,26,1996
478,Eunwoo,Cha Eunwoo,차은우,은우,3/30/1997,ASTRO,South Korea,0,0,Gunpo,M,,1997-03-30,25,1997
479,Moon Bin,Moon Bin,문빈,문빈,1/26/1998,ASTRO,South Korea,0,0,Cheongju,M,,1998-01-26,24,1998
480,Rocky,Park Minhyuk,박민혁,라키,2/25/1999,ASTRO,South Korea,0,0,Jinju,M,,1999-02-25,23,1999
481,Sanha,Yoon Sanha,윤산하,산하,3/21/2000,ASTRO,South Korea,0,0,Seoul,M,,2000-03-21,22,2000
482,Kevin,Kevin Jiyeop Kim,케빈 지엽 킴,케빈,2/23/1988,ZE:A,South Korea,0,0,Sydney,M,,1988-02-23,34,1988
483,Kwanghee,Hwang Kwanghee,황광희,광희,8/25/1988,ZE:A,South Korea,0,0,Paju,M,,1988-08-25,34,1988
484,Siwan,Yim Siwan,임시완,시완,12/1/1988,ZE:A,South Korea,0,0,Busan,M,,1988-12-01,34,1988
485,Lee Hoo,Moon Junyoung,문준영,,2/9/1989,ZE:A,South Korea,0,0,Seoul,M,,1989-02-09,33,1989
486,Taeheon,Kim Taeheon,김태헌,태헌,6/18/1989,ZE:A,South Korea,0,0,Gwangju,M,,1989-06-18,33,1989
487,Heechul,Jung Heechul,정희철,희철,12/9/1989,ZE:A,South Korea,0,0,Jeju,M,,1989-12-09,33,1989
488,Minwoo,Ha Minwoo,하민우,민우,9/6/1990,ZE:A,South Korea,0,0,Yangsan,M,,1990-09-06,32,1990
489,Hyungsik,Park Hyungsik,박형식,형식,11/16/1991,ZE:A,South Korea,0,0,Yongin,M,,1991-11-16,31,1991
490,Dongjun,Kim Dongjun,김동준,동준,2/11/1992,ZE:A,South Korea,0,0,Busan,M,,1992-02-11,30,1992
491,Shownu,Son Hyunwoo,손현우,셔누,6/18/1992,MONSTA X,South Korea,0,0,,M,,1992-06-18,30,1992
492,Wonho,Shin Hoseok,신호석,원호,3/1/1993,,South Korea,0,0,Anyang,M,,1993-03-01,29,1993
493,Minhyuk,Lee Minhyuk,이민혁,민혁,11/3/1993,MONSTA X,South Korea,0,0,,M,,1993-11-03,29,1993
494,Kihyun,Yoo Kihyun,유기현,기현,11/22/1993,MONSTA X,South Korea,0,0,Goyang,M,,1993-11-22,29,1993
495,Hyungwon,Chae Hyungwon,채형원,형원,1/15/1994,MONSTA X,South Korea,0,0,Gwangju,M,,1994-01-15,28,1994
496,Jooheon,Lee Jooheon,이주헌,주헌,10/6/1994,MONSTA X,South Korea,0,0,Daegu,M,,1994-10-06,28,1994
497,I.M,Lim Changkyun,임창균,아이엠,1/26/1996,MONSTA X,South Korea,0,0,Gwangju,M,,1996-01-26,26,1996
498,Rain,Jung Jihoon,정지훈,비,6/25/1982,,South Korea,0,0,Seosan,M,,1982-06-25,40,1982
499,PSY,Park Jaesang,박재상,싸이,12/31/1977,,South Korea,0,0,Seoul,M,,1977-12-31,45,1977
500,Gunwoo,Lee Gunwoo,이건우,건우,1/30/1989,MYNAME,South Korea,0,0,Daejeon,M,,1989-01-30,33,1989
501,Insoo,Kang Insoo,강인수,인수,3/10/1988,MYNAME,South Korea,0,0,Suwon,M,,1988-03-10,34,1988
502,Seyong,Kim Seyong,김세용,세용,11/20/1991,MYNAME,South Korea,0,0,Busan,M,,1991-11-20,31,1991
503,JunQ,Kang Junkyu,강준규,준규,8/9/1993,MYNAME,South Korea,0,0,Uljeongbu,M,,1993-08-09,29,1993
504,Chaejin,Chae Jinseok,채진석,채진,12/26/1995,MYNAME,South Korea,0,0,Seoul,M,,1995-12-26,27,1995
505,Chungha,Kim Chungha,김청하,청하,2/9/1996,,South Korea,0,0,Dallas,F,,1996-02-09,26,1996
506,Sohye,Kim Sohye,김소혜,소혜,7/19/1999,,South Korea,0,0,Seoul,F,,1999-07-19,23,1999
507,Yoojung,Choi Yoojung,최유정,유정,11/12/1999,Weki Meki,South Korea,0,0,Guri,F,,1999-11-12,23,1999
508,Doyeon,Kim Doyeon,김도연,도연,12/4/1999,Weki Meki,South Korea,0,0,Incheon,F,,1999-12-04,23,1999
509,Somi,Jeon Somi,전소미,소미,3/9/2001,,South Korea,0,0,Ontario,F,,2001-03-09,21,2001
510,Jinu,Kim Jinwoo,김진우,진우,9/26/1991,WINNER,South Korea,0,0,Imja,M,,1991-09-26,31,1991
511,Hoony,Lee Seunghoon,이승훈,승훈,1/11/1992,WINNER,South Korea,0,0,Busan,M,,1992-01-11,30,1992
512,Yoon,Kang Seungyoon,강승윤,승윤,1/21/1994,WINNER,South Korea,0,0,Busan,M,,1994-01-21,28,1994
513,Mino,Song Minho,송민호,민호,3/30/1993,WINNER,South Korea,0,0,Yongin,M,,1993-03-30,29,1993
514,Taehyun,Nam Taehyun,남태현,태현,5/10/1994,,South Korea,0,0,Hanam,M,,1994-05-10,28,1994
515,B.I,Kim Hanbin,김한빈,비아이,10/22/1996,,South Korea,0,0,Goyang,M,,1996-10-22,26,1996
516,Jay,Kim Jinhwan,김진환,제이,2/7/1994,iKON,South Korea,0,0,Jeju,M,,1994-02-07,28,1994
517,Song,Song Yunhyeong,송윤형,송,2/8/1995,iKON,South Korea,0,0,,M,,1995-02-08,27,1995
518,Bobby,Kim Jiwon,김지원,바비,12/21/1995,iKON,South Korea,0,0,Seoul,M,,1995-12-21,27,1995
519,DK,Kim Donghyuk,김동혁,디케이,1/3/1997,iKON,South Korea,0,0,,M,,1997-01-03,25,1997
520,Ju-ne,Koo Junhoe,구준회,준회,3/31/1997,iKON,South Korea,0,0,Seoul,M,,1997-03-31,25,1997
521,Chan,Jung Chanwoo,정찬우,찬,1/26/1998,iKON,South Korea,0,0,Yongin,M,,1998-01-26,24,1998
522,I,Cha Yoonji,차윤지,아이,12/2/1996,,South Korea,0,0,Busan,F,,1996-12-02,26,1996
523,Jae,Park Jaehyung,박제형,제이,9/15/1992,DAY6,South Korea,0,0,Buenos Aires,M,,1992-09-15,30,1992
524,Sungjin,Park Sungjin,박성진,성진,1/16/1993,DAY6,South Korea,0,0,,M,,1993-01-16,29,1993
525,Young K,Kang Young-hyun,강영현,영케이,12/19/1993,DAY6,South Korea,0,0,,M,,1993-12-19,29,1993
526,Wonpil,Kim Wonpil,김원필,원필,4/28/1994,DAY6,South Korea,0,0,,M,,1994-04-28,28,1994
527,Dowoon,Yoon Dowoon,윤도운,도운,8/25/1995,DAY6,South Korea,0,0,,M,,1995-08-25,27,1995
528,Junhyeok,Kim Junhyeok,임준혁,준혁,7/17/1993,,South Korea,0,0,,M,,1993-07-17,29,1993
529,Yonghwa,Jung Yonghwa,정용화,용화,6/22/1989,CNBLUE,South Korea,0,0,Seoul,M,,1989-06-22,33,1989
530,Jonghyun,Lee Jonghyun,이종현,종현,5/15/1990,CNBLUE,South Korea,0,0,Busan,M,,1990-05-15,32,1990
531,Minhyuk,Kang Minhyuk,강민혁,민혁,6/28/1991,CNBLUE,South Korea,0,0,Ilsan,M,,1991-06-28,31,1991
532,Jungshin,Lee Jungshin,이정신,정신,9/15/1991,CNBLUE,South Korea,0,0,,M,,1991-09-15,31,1991
533,Jonghoon,Choi Jonghoon,최종훈,종훈,3/7/1990,FTISLAND,South Korea,0,0,Seoul,M,,1990-03-07,32,1990
534,Honggi,Lee Honggi,이홍기,홍기,3/2/1990,FTISLAND,South Korea,0,0,Gwangju,M,,1990-03-02,32,1990
535,Jaejin,Lee Jaejin,이재진,재진,12/17/1991,FTISLAND,South Korea,0,0,Cheongju,M,,1991-12-17,31,1991
536,Seunghyun,Song Seungyun,송승현,승현,8/21/1992,FTISLAND,South Korea,0,0,Seoul,M,,1992-08-21,30,1992
537,Minhwan,Choi Minhwan,최민환,민환,11/11/1992,FTISLAND,South Korea,0,0,Seoul,M,,1992-11-11,30,1992
538,Kwangjin,Kwon Kwangjin,권광진,광진,8/12/1992,N.Flying,South Korea,0,0,Seoul,M,,1992-08-12,30,1992
539,Seunghyub,Lee Seunghyub,이승협,승협,10/31/1992,N.Flying,South Korea,0,0,Daegu,M,,1992-10-31,30,1992
540,Cha Hoon,Cha Hoon,차훈,차훈,7/12/1994,N.Flying,South Korea,0,0,Seoul,M,,1994-07-12,28,1994
541,Jaehyun,Kim Jaehyun,김재현,재현,7/15/1994,N.Flying,South Korea,0,0,Seoul,M,,1994-07-15,28,1994
542,Inseong,Kim Inseong,김인성,인성,7/12/1993,SF9,South Korea,0,0,,M,,1993-07-12,29,1993
543,Youngbin,Kim Youngbin,김영빈,영빈,11/23/1993,SF9,South Korea,0,0,,M,,1993-11-23,29,1993
544,Jaeyoon,Lee Jaeyoon,이재윤,재윤,8/9/1994,SF9,South Korea,0,0,,M,,1994-08-09,28,1994
545,Dawon,Lee Sanghyuk,이상혁,다원,7/24/1995,SF9,South Korea,0,0,,M,,1995-07-24,27,1995
546,Zuho,Bae Juho,백주호,주호,7/4/1996,SF9,South Korea,0,0,,M,,1996-07-04,26,1996
547,Rowoon,Kim Seokwoo,김석우,로운,8/7/1996,SF9,South Korea,0,0,,M,,1996-08-07,26,1996
548,Taeyang,Yoo Taeyang,유태양,태양,2/28/1997,SF9,South Korea,0,0,,M,,1997-02-28,25,1997
549,Hwiyoung,Kim Youngkyun,김영균,휘영,5/11/1999,SF9,South Korea,0,0,,M,,1999-05-11,23,1999
550,Chani,Kang Chanhee,강찬희,찬희,1/17/2000,SF9,South Korea,0,0,,M,,2000-01-17,22,2000
551,Johyun,Shin Jiwon,신지원,조현,4/14/1996,Berry Good,South Korea,0,0,,F,,1996-04-14,26,1996
552,Serri,Park Miyeon,박미연,세리,9/16/1990,Dal Shabet,South Korea,0,0,Seoul,F,,1990-09-16,32,1990
553,Ahyoung,Cho Jayoung,조자영,아영,5/26/1991,Dal Shabet,South Korea,0,0,Seoul,F,,1991-05-26,31,1991
554,Woohee,Bae Woohee,배우희,우희,11/21/1991,Dal Shabet,South Korea,0,0,Busan,F,,1991-11-21,31,1991
555,Subin,Park Subin,박수빈,수빈,2/12/1994,Dal Shabet,South Korea,0,0,Gwangju,F,,1994-02-12,28,1994
556,Jiyul,Yang Jungyoon,양정윤,지율,7/30/1991,,South Korea,0,0,Seoul,F,,1991-07-30,31,1991
557,Gaeun,Cho Kaeun,조가은,가은,7/28/1992,,South Korea,0,0,Changwon,F,,1992-07-28,30,1992
558,Viki,Kang Eunhye,강은혜,비키,3/28/1988,,South Korea,0,0,Seoul,F,,1988-03-28,34,1988
559,Haeri,Lee Haeri,이해리,해리,2/14/1985,Davichi,South Korea,0,0,Seoul,F,,1985-02-14,37,1985
560,Minkyung,Kang Minkyung,강민경,민경,8/3/1990,Davichi,South Korea,0,0,Goyang,F,,1990-08-03,32,1990
561,Sulli†,Choi Jinri,최진리,설리,3/29/1994,,South Korea,0,0,Busan,F,,1994-03-29,28,1994
562,Ashley,Ashley Choi,애슐리 최,애슐리,11/9/1991,Ladies' Code,South Korea,0,0,Incheon,F,,1991-11-09,31,1991
563,Sojung,Lee Sojung,이소정,소정,9/3/1993,Ladies' Code,South Korea,0,0,Wonju,F,,1993-09-03,29,1993
564,Zuny,Kim Joomi,김주미,주니,12/8/1994,Ladies' Code,South Korea,0,0,Gwangju,F,,1994-12-08,28,1994
565,Yunji,Lee Yunji,이윤지,윤지,4/4/1992,Playback,South Korea,0,0,,F,,1992-04-04,30,1992
566,Hayoung,Lee Hayoung,이하영,하영,8/3/1993,Playback,South Korea,0,0,,F,,1993-08-03,29,1993
567,Yujin,Seo Yoojin,소유진,유진,6/18/1994,Playback,South Korea,0,0,,F,,1994-06-18,28,1994
568,Woolim,Hwang Woolim,황우림,우림,8/29/1996,Playback,South Korea,0,0,,F,,1996-08-29,26,1996
569,Red,Lee Heejin,이희진,빨강,7/10/1991,Pungdeng-E,South Korea,163,0,Daegu,F,,1991-07-10,31,1991
570,Yellow,Kim Eunbi,김은비,노랑,5/5/1993,Pungdeng-E,South Korea,156,0,Seoul,F,,1993-05-05,29,1993
571,Blue,Jung Gahee,정가희,파랑,1/18/1994,Pungdeng-E,South Korea,161,0,Gwangju,F,,1994-01-18,28,1994
572,Jaekyung,Kim Jaekyung,김재경,재경,12/24/1988,Rainbow,South Korea,168,45,Seoul,F,,1988-12-24,34,1988
573,Woori,Go Woori,고우리,우리,2/22/1988,Rainbow,South Korea,165,44,Jeonju,F,,1988-02-22,34,1988
574,Seungah,Oh Seungah,오승아,승아,9/13/1988,Rainbow,South Korea,167,45,Seoul,F,,1988-09-13,34,1988
575,Noeul,No Eul,노을,노을,5/10/1989,Rainbow,South Korea,164,44,Jeonju,F,,1989-05-10,33,1989
576,Yoonhye,Jung Yoonhye,정윤혜,윤혜,4/14/1990,Rainbow,South Korea,166,47,Daejeon,F,,1990-04-14,32,1990
577,Jisook,Kim Jisook,김지숙,지숙,7/18/1990,Rainbow,South Korea,164,41,Suwon,F,,1990-07-18,32,1990
578,Hyunyoung,Cho Hyunyoung,조현영,현영,8/11/1991,Rainbow,South Korea,160,41,Seoul,F,,1991-08-11,31,1991
579,J-Hoon,Lim Junghoon,임정훈,제이훈,7/15/1990,B.I.G,South Korea,172,62,Seoul,M,,1990-07-15,32,1990
580,Benji,Baek Jaewook,배제욱,벤지,5/3/1992,B.I.G,USA,183,72,Indianapolis,M,,1992-05-03,30,1992
581,Gunmin,Lee Gunmin,이건민,건민,10/3/1994,B.I.G,South Korea,177,64,Gangwon,M,,1994-10-03,28,1994
582,Minpyo,Gook Minpyo,국민표,민표,11/15/1994,B.I.G,South Korea,173,57,Gwangju,M,,1994-11-15,28,1994
583,Heedo,Yoon Heedo,유희도,희도,4/22/1996,B.I.G,South Korea,180,60,Seoul,M,,1996-04-22,26,1996
584,Vivi,Wong Viian,황가희,비비,12/9/1996,LOONA,Hong Kong,0,0,Hong Kong,F,,1996-12-09,26,1996
585,Minjae,Shin Minjae,신민재,민재,8/13/1991,Tahiti,South Korea,0,0,Busan,F,,1991-08-13,31,1991
586,Miso,Park Miso,박미소,미소,4/4/1991,Tahiti,South Korea,0,0,Gwangju,F,,1991-04-04,31,1991
587,Jerrry,Ahn Sohyun,안소현,제리,8/27/1992,Tahiti,South Korea,0,0,Seoul,F,,1992-08-27,30,1992
588,Jisoo,Shin Jisoo,신지수,지수,2/28/1994,Tahiti,South Korea,0,0,Chuncheon,F,,1994-02-28,28,1994
589,Ari,Kim Sunyoung,김선영,아리,10/23/1994,Tahiti,South Korea,0,0,Daegu,F,,1994-10-23,28,1994
590,Sihyun,Park Sihyun,박시현,시현,11/29/1986,SPICA,South Korea,0,0,,F,,1986-11-29,36,1986
591,Boa,Kim Boah,김보아,보아,1/14/1987,KEEMBO,South Korea,0,0,,F,,1987-01-14,35,1987
592,Narae,Park Narae,박나래,나래,2/23/1988,SPICA,South Korea,0,0,Incheon,F,,1988-02-23,34,1988
593,Jiwon,Yang Jiwon,양지원,지원,4/5/1988,UNI.T,South Korea,0,0,Seoul,F,,1988-04-05,34,1988
594,Bohyung,Kim Bohyung,김보형,보형,3/31/1991,KEEMBO,South Korea,0,0,,F,,1991-03-31,31,1991
595,Gayoung,Kim Gayoung,김가영,가영,12/2/1991,Stellar,South Korea,0,0,Seoul,F,,1991-12-02,31,1991
596,Minhee,Joo Minhee,주민희,민희,1/3/1993,Stellar,South Korea,0,0,Seoul,F,,1993-01-03,29,1993
597,Hyeoeun,Lee Hyoeun,이효은,효은,3/16/1993,Stellar,South Korea,0,0,Seoul,F,,1993-03-16,29,1993
598,Jeonyul,Jeon Yuri,전유리,전율,3/20/1994,Stellar,South Korea,0,0,Seoul,F,,1994-03-20,28,1994
599,Jiyou,Im Changsook,임창숙,지유,6/15/1989,Two X,South Korea,0,0,,F,,1989-06-15,33,1989
600,Eun,Choi Eunmi,최은미,은,5/14/1990,Two X,South Korea,0,0,,F,,1990-05-14,32,1990
601,Surin,Kim Surin,김수린,수린,12/27/1991,Two X,South Korea,0,0,,F,,1991-12-27,31,1991
602,Eunyoung,Joo Eunyoung,주은영,은영,6/12/1992,Two X,South Korea,0,0,,F,,1992-06-12,30,1992
603,Nari,Kim Nari,김나리,나리,10/5/1992,Wassup,South Korea,0,0,,F,,1992-10-05,30,1992
604,Jiae,Kim Jiae,김지애,지애,10/31/1995,Wassup,South Korea,0,0,,F,,1995-10-31,27,1995
605,Sujin,Bang Sujin,방수진,수진,6/26/1996,Wassup,South Korea,0,0,,F,,1996-06-26,26,1996
606,Woojoo,Kim Woojoo,김우주,우주,8/12/1996,Wassup,South Korea,0,0,,F,,1996-08-12,26,1996
607,Jinju,Park Jinju,박진주,진주,4/28/1990,,South Korea,0,0,,F,,1990-04-28,32,1990
608,Dain,Song Jieun,송지은,다인,6/25/1990,,South Korea,0,0,,F,,1990-06-25,32,1990
609,Nada,Yoon Yejin,윤예진,나다,5/24/1991,,South Korea,0,0,,F,,1991-05-24,31,1991
610,Minwoo†,Seo Minwoo,서민우,민우,2/8/1985,100%,South Korea,0,0,Daegu,M,,1985-02-08,37,1985
611,Rokhyun,Kim Rokhyun,김록현,록현,2/10/1991,100%,South Korea,0,0,Suncheon,M,,1991-02-10,31,1991
612,Jonghwan,Jo Jonghwan,조종환,종환,11/23/1992,100%,South Korea,0,0,Seoul,M,,1992-11-23,30,1992
613,Chanyong,Kim Chanyong,김찬용,찬용,4/29/1993,100%,South Korea,0,0,Suwon,M,,1993-04-29,29,1993
614,Hyukjin,Jang Hyukjin,장혁진,혁진,12/20/1993,100%,South Korea,0,0,Busan,M,,1993-12-20,29,1993
615,Sanghoon,Lee Sanghoon,이상훈,상훈,12/23/1993,,South Korea,0,0,Cheongju,M,,1993-12-23,29,1993
616,Changbum,Woo Changbum,우창범,창범,10/7/1993,,South Korea,0,0,Sokcho,M,,1993-10-07,29,1993
617,Cory,Hong Joohyung,홍주현,코리,11/25/1990,24K,South Korea,175,58,Daegu,M,,1990-11-25,32,1990
618,Sungoh,Yoo Sungoh,유성오,성오,1/8/1991,,South Korea,0,0,,M,,1991-01-08,31,1991
619,Kisu,Choi Kisu,최기수,기수,10/2/1990,24K,South Korea,179,60,Seoul,M,,1990-10-02,32,1990
620,Daeil,Kim Daeil,김대일,대일,5/10/1992,,South Korea,0,0,Busan,M,,1992-05-10,30,1992
621,Jeonguk,Kim Jeonguk,김정욱,정욱,3/20/1993,24K,South Korea,178,58,Busan,M,,1993-03-20,29,1993
622,Hui,Liang Hui,양휘,양휘,7/18/1995,24K,China,178,58,,M,,1995-07-18,27,1995
623,Changsun,Lee Changsun,이창선,창선,3/17/1996,24K,South Korea,179,58,,M,,1996-03-17,26,1996
624,Jinhong,Kim Jinhong,김진홍,진홍,1/2/1998,24K,South Korea,180,53,Seoul,M,,1998-01-02,24,1998
625,Hongseob,Shim Hongseob,심홍섭,홍섭,1/8/1998,24K,South Korea,177,58,,M,,1998-01-08,24,1998
626,Onejunn,Jo Wonjun,조원준,원준,11/22/1988,Boys Republic,South Korea,179,61,Changwon,M,,1988-11-22,34,1988
627,Sunwoo,Choi Sunwoo,최선우,선우,3/12/1992,Boys Republic,South Korea,183,65,Seoul,M,,1992-03-12,30,1992
628,Sungjun,Park Sungjun,박성준,성준,12/17/1992,Boys Republic,South Korea,175,55,Ansan,M,,1992-12-17,30,1992
629,Minsu,Park Minsu,김민수,민수,4/15/1993,Boys Republic,South Korea,172,55,Gwangju,M,,1993-04-15,29,1993
630,Suwoong,Lee Suwoong,이수웅,수웅,1/20/1995,Boys Republic,South Korea,174,56,,M,,1995-01-20,27,1995
631,JB,Im Jaebum,임재범,제이비,1/6/1994,GOT7,South Korea,179,63,Goyang,M,,1994-01-06,28,1994
632,Mark,Mark Yien Tuan,마크 이엔 투안,마크,9/4/1993,GOT7,USA,175,59,Los Angeles,M,,1993-09-04,29,1993
633,Jackson,Jackson Wang,잭슨 왕,잭슨,3/28/1994,GOT7,Hong Kong,174,63,Hong Kong,M,,1994-03-28,28,1994
